,Internal ID,ID,Name,Duplicate,Category,Company Name,Is Individual,Sales Rep,Status,Territory,Lead Source,Partner,Start Date,End Date,Reminder Days,Date Created,Last Modified,Primary Contact,Phone,Email,Fax,Alt. Contact,Office Phone,Comments,Billing Address 1,Billing Address 2,Billing City,Billing State/Province,Billing Zip,Billing Country,Shipping Address,Billing Address,Account,Login Access,Terms,Price Level,Taxable,Tax Item,Resale Number,Balance,Unbilled Orders,Credit Limit,Overdue Balance,Days Overdue,On Credit Hold,Override Credit Hold Off,First Name,Last Name,Date of First Sale,Prospect Date,Reminder Days,County,Shipping Item
1196,1905,1130,Billie Leonard,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,7/21/11 15:02,7/21/11 15:02,,423-280-5162,,,,,,122 Redwood Avenue,,Dayton,TN,37321,United States,Billie Leonard 122 Redwood Avenue Dayton TN 37321,Billie Leonard 122 Redwood Avenue Dayton TN 37321,,No,,,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Billie,Leonard,, ,,,Delivered by Bo Hughes
1197,1906,1131,Linda Pugh,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,7/21/11 16:11,7/21/11 16:11,,423-313-3457,,,,,,9119 Hixson Pike,,Soddy Daisy,TN,37379,United States,Linda Pugh 9119 Hixson Pike Soddy Daisy TN 37379,Linda Pugh 9119 Hixson Pike Soddy Daisy TN 37379,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,52.48,0,,52.48,224,Yes,No,Linda,Pugh,8/2/11, ,,,
1198,1909,1132,Michael Craft,,Patient,,Yes,Siskin,CUSTOMER-Closed Won,,,,,,,7/21/11 17:40,7/21/11 17:40,,423-877-6770,,,,,,2003 James Avenue,,Chattanooga,TN,37415,United States,Michael Craft 2003 James Avenue Chattanooga TN 37415,Michael Craft 2003 James Avenue Chattanooga TN 37415,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Michael,Craft,9/14/11, ,,,
1199,1911,1134,Gloria Westbrook,,Patient,,Yes,"Grimsley, Scott",CUSTOMER-Closed Won,,,,,,,7/22/11 11:09,7/22/11 11:09,,615-227-3630,,,,,,210 Chapel Ave,,Nashville,TN,37206,United States,,Gloria Westbrook 210 Chapel Ave Nashville TN 37206,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,78.5,0,,78.5,223,Yes,No,Gloria,Westbrook,8/3/11, ,,,
1200,1912,1135,Jenith Strickland,,Patient,,Yes,"Hughes, Bo",CUSTOMER-Closed Won,,,,,,,7/22/11 11:30,7/22/11 11:30,,423-485-1397,,,,,,2415 Haven Cove Lane,,Chattanooga,TN,37421,United States,Jenith Strickland 2415 Haven Cove Lane Chattanooga TN 37421,Jenith Strickland 2415 Haven Cove Lane Chattanooga TN 37421,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Jenith,Strickland,8/24/11, ,,,
1201,1913,1136,Wendy Lord,,Patient,,Yes,"Grimsley, Scott",CUSTOMER-Closed Won,,,,,,,7/22/11 14:01,7/22/11 14:01,,931-381-9563,,,,,,1306 Chippendale Circle,,Columbia,TN,38401,United States,,Wendy Lord 1306 Chippendale Circle Columbia TN 38401,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Wendy,Lord,, ,,,
1202,1915,1138,Robert Brooks,,Patient,,Yes,"Grimsley, Scott",CUSTOMER-Closed Won,,,,,,,7/22/11 15:20,7/22/11 15:20,,931-802-6351,,,,,,2034 Tyne Wood Drive,,Clarksville,TN,37042,United States,,Robert Brooks 2034 Tyne Wood Drive Clarksville TN 37042,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Robert,Brooks,, ,,,
1203,1917,1140,Jenny Schecter,,Patient,,Yes,,CUSTOMER-Closed Won,,,,7/22/11,,,7/22/11 16:54,7/22/11 16:54,,,,,,,,282 Booth Rd,,Ormond Beach,FL,32174,United States,Jenny Schecter 282 Booth Rd Ormond Beach FL 32174,Jenny Schecter 282 Booth Rd Ormond Beach FL 32174,,No,Net 30,List Price,Yes,,,0,0,,0,,No,No,Jenny,Schecter,10/18/11, ,,,
1204,1920,1143,Vicki DeWeese,,Patient,,Yes,"Hughes, Bo",CUSTOMER-Closed Won,,,,,,,7/25/11 14:44,7/25/11 14:44,,706-937-4832,,,,,,179 Dove Drive,,Ringgold,GA,30736,United States,,Vicki DeWeese 179 Dove Drive Ringgold GA 30736,,No,Net 30,Retail Price,Yes,,,82.69,0,,82.69,74,Yes,No,Vicki,DeWeese,8/10/11, ,,,
1205,1921,1144,Imogene Ferguson,,Patient,,Yes,"Hughes, Bo",CUSTOMER-Closed Won,,,,,,,7/25/11 15:50,7/25/11 18:18,,423-881-4062,,,,,,282 Cove Hill Rd,,Pikeville,TN,37367,United States,,Imogene Ferguson 282 Cove Hill Rd Pikeville TN 37367,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Imogene,Ferguson,9/23/11, ,,,
1206,1923,1145,Nedra Lefew,,Patient,,Yes,"Hughes, Bo",CUSTOMER-Closed Won,,,,,,,7/25/11 18:21,7/25/11 18:32,,423-756-2758,,,,,,300 West 6th St,Apt 9N,Chattanooga,TN,37402,United States,,Lefew Nedra 300 West 6th St Apt 9N Chattanooga TN 37402,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Nedra,Lefew,8/31/11, ,,,
1207,1924,1146,Noah Mitchell,,Patient,,Yes,"Hughes, Bo",CUSTOMER-Closed Won,,,,,,,7/25/11 18:29,7/25/11 18:29,,706-861-3843,,,,,,41 Austin Circle,,Rossville,GA,30741,United States,,Noah Mitchell 41 Austin Circle Rossville GA 30741,,No,Net 30,Retail Price,Yes,,,0,0,,0,,No,No,Noah,Mitchell,, ,,,
1208,1925,1147,Anne Case,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,7/26/11 12:32,7/26/11 12:37,,256-353-5478,,,,,,2412 Burningtree Drive SE,,Decatur,AL,35603,United States,Anne Case 2412 Burningtree Drive SE Decatur AL 35603,Anne Case 2412 Burningtree Drive SE Decatur AL 35603,,No,,,Yes,,,0,0,,0,,No,No,Anne,Case,7/26/11, ,,,
1209,1926,1148,Ann Hale,,Patient,,Yes,Siskin,CUSTOMER-Closed Won,,,,,,,7/26/11 17:17,7/26/11 17:17,,423-949-3744,,,,,,11034 E. Valley Road,,Dunlap,TN,37327,United States,,Ann  Hale 11034 E. Valley Road Dunlap TN 37327,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,378.85,0,,378.85,141,Yes,No,Ann,Hale,8/2/11, ,,,
1210,1927,1149,Dennis Cowan,,Patient,,Yes,"Patella, William J",CUSTOMER-Closed Won,,,,,,,7/27/11 10:59,8/16/11 14:22,,706-375-7325,,,,,,3012 North Marbletop Road,,Chickamauga,GA,30707,United States,Dennis Cowan 3012 North Marbletop Road Chickamauga GA 30707,Dennis Cowan 3012 North Marbletop Road Chickamauga GA 30707,,No,,,Yes,,,72.25,0,,72.25,228,Yes,No,Dennis,Cowan,7/29/11, ,,,Delivered by Bo Hughes
1211,1928,1150,Dana Armstrong,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,7/27/11 12:05,7/27/11 12:05,,256-845-9307,,,,,,411 County Road 917,,Collinsville,AL,35961,United States,Dana Armstrong 411 County Road 917 Collinsville AL 35961,Dana Armstrong 411 County Road 917 Collinsville AL 35961,,No,,,Yes,,,50.64,0,,50.64,228,Yes,No,Dana,Armstrong,7/29/11, ,,,Delivered by Bo Hughes
1212,1929,1151,Sybil Steffen,,Patient,,Yes,"Patella, William J",CUSTOMER-Closed Won,,,,,,,7/27/11 13:03,3/1/12 11:21,,770-919-0129,,,,678-236-3737,,1663 Sterling Trl SW,,Marietta,GA,30008,United States,Bill Patella 12 Ancient Oaks Dr Marietta GA 30067,Sybil Steffen 1663 Sterling Trl SW Marietta GA 30008,,No,,,Yes,,,0,0,,0,,No,No,Sybil,Steffen,8/9/11, ,,,
1213,1930,1152,Charles Gholston,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,7/27/11 14:15,7/27/11 14:15,,423-658-9612,,,,,,345 Skunk Hollow Road,,Whitwell,TN,37397,United States,Charles Gholston 345 Skunk Hollow Road Whitwell TN 37397,Charles Gholston 345 Skunk Hollow Road Whitwell TN 37397,,No,,,Yes,TN_HAMILTON CO,,74.77,0,,74.77,228,Yes,No,Charles,Gholston,7/29/11, ,,,Delivered by Bo Hughes
1214,1931,1153,Randall Compton,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,7/27/11 14:26,12/7/11 14:49,,706-406-0191,,,,,,57 Memory Lane,,Ringgold,GA,30736,United States,Randall Compton 57 Memory Lane Ringgold GA 30736,Randall Compton 57 Memory Lane Ringgold GA 30736,,No,,,Yes,,,0,0,,0,,No,No,Randall,Compton,7/29/11, ,,,Delivered by Bo Hughes
1215,1932,1154,Kristen Green,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,7/27/11 14:38,7/27/11 14:38,,423-698-7027,,,,,,215 South Sweetbriar Avenue,,Chattanooga,TN,37411,United States,Kristen Green 215 South Sweetbriar Avenue Chattanooga TN 37411,Kristen Green 215 South Sweetbriar Avenue Chattanooga TN 37411,,No,,,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Kristen,Green,7/29/11, ,,,Delivered by Bo Hughes
1216,1933,1155,LaDonna Green,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,7/27/11 14:41,7/27/11 14:41,,931-235-2648,,,,,,PO Box 473,,Gruetli Laager,TN,37339,United States,,LaDonna Green PO Box 473 Gruetli Laager TN 37339,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,LaDonna,Green,7/27/11, ,,,
1217,1934,1156,James Ritchie,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,7/27/11 14:48,7/27/11 14:48,,423-842-8771,,,,,,2810 Igou Ferry Road,,Soddy Daisy,TN,37379,United States,James Ritchie 2810 Igou Ferry Road Soddy Daisy TN 37379,James Ritchie 2810 Igou Ferry Road Soddy Daisy TN 37379,,No,,,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,James,Ritchie,7/29/11, ,,,Delivered by Bo Hughes
1218,1935,1157,Debra Jordan,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,7/27/11 16:26,3/16/12 12:29,,423-645-1300,,,,,,7104 Igou Gap Road,,Chattanooga,TN,37421,United States,,Debra Jordan 7104 Igou Gap Road Chattanooga TN 37421,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,505,0,,505,228,Yes,No,Debra,Jordan,7/29/11, ,,,
1219,1936,1158,Elsie Brock,,Patient,,Yes,"Hughes, Bo",CUSTOMER-Closed Won,,,,,,,7/27/11 16:38,7/27/11 16:38,,423-472-4406,,,,,,3810 Sycamore Dr NW,,Cleveland,TN,37312,United States,Elsie Brock 3810 Sycamore Dr NW Cleveland TN 37312,Elsie Brock 3810 Sycamore Dr NW Cleveland TN 37312,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,59.08,0,,59.08,74,Yes,No,Elsie,Brock,8/31/11, ,,,
1220,1937,1159,Fred Stephens,,Patient,,Yes,"Patella, William J",CUSTOMER-Closed Won,,,,,,,7/27/11 17:35,8/16/11 14:38,,706-462-2200,,,,,,1601 Holder Loop Rd,,Rising Fawn,GA,30738,United States,,Fred Stephens 1601 Holder Loop Rd Rising Fawn GA 30738,,No,Net 30,Retail Price,Yes,,,0,0,,0,,No,No,Fred,Stephens,, ,,,
1221,1944,1165,Thelma Leffew,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,7/29/11 13:27,7/29/11 13:27,,423-843-1936,,,,,,9057 Mandy Lane,,Soddy Daisy,TN,37379,United States,Thelma Leffew 9057 Mandy Lane Soddy Daisy TN 37379,Thelma Leffew 9057 Mandy Lane Soddy Daisy TN 37379,,No,,,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Thelma,Leffew,8/5/11, ,,,Delivered by Bo Hughes
1222,1945,1166,Julius Smith,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,7/29/11 13:41,7/29/11 13:41,,423-476-7374,,,,,,281 Lyles Road,,Cleveland,TN,37323,United States,Julius Smith 281 Lyles Road Cleveland TN 37323,Julius Smith 281 Lyles Road Cleveland TN 37323,,No,,,Yes,TN_HAMILTON CO,,21.93,0,,21.93,217,Yes,No,Julius,Smith,8/9/11, ,,,Delivered by Bo Hughes
1223,1947,1168,Marion Howard,,Patient,,Yes,"Patella, William J",CUSTOMER-Closed Won,,,,,,,7/29/11 13:48,8/19/11 14:25,,706-858-9519,,,,,,228 Hayes St,,Fort Oglethorpe,GA,30742,United States,,Marion Howard 228 Hayes St Fort Oglethorpe GA 30742,,No,Net 30,Retail Price,Yes,,,0,0,,0,,No,No,Marion,Howard,8/2/11, ,,,
1224,1948,1169,Otis Autry,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,7/29/11 16:50,7/29/11 16:50,,423-332-0730,,,,,,983 Tommie Ln,,Soddy Daisy,TN,37379,United States,,Otis Autry 983 Tommie Ln Soddy Daisy TN 37379,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,0,0,,48,215,Yes,No,Otis,Autry,8/11/11, ,,,
1225,1949,1170,Valerie Cash,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,8/1/11 11:00,8/1/11 11:01,,,,,,,,318 Chestnut Lane,,Versailles,KY,40383,United States,Valerie Cash 318 Chestnut Lane Versailles KY 40383,Valerie Cash 318 Chestnut Lane Versailles KY 40383,,No,,,Yes,,,0,0,,0,,No,No,Valerie,Cash,8/1/11, ,,,
1226,1950,1171,Kimberly Dye,,Patient,,Yes,"Hughes, Bo",CUSTOMER-Closed Won,,,,,,,8/1/11 11:55,8/1/11 11:55,,423-421-0894,,,,,,1364 N. Concord Road,,Chattanooga,TN,37421,United States,,Kimberly  Dye 1364 N. Concord Road Chattanooga TN 37421,,No,Due on receipt,,Yes,,,0,0,,0,,No,No,Kimberly,Dye,8/5/11, ,,,
1227,1951,1172,John Felts,,Patient,,Yes,"King, William E",CUSTOMER-Closed Won,,,,,,,8/1/11 12:41,8/1/11 12:41,,423-238-4779,,,,,,PO Box 6,,Ooltewah,TN,37363,United States,Mr. John Felts PO Box 6 Ooltewah TN 37363,Mr. John Felts PO Box 6 Ooltewah TN 37363,,No,Due on receipt,,Yes,,,0,0,,0,,No,No,John,Felts,8/1/11, ,,,
1228,1952,1173,Gail Morgan,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,8/1/11 14:04,8/1/11 14:04,,423-760-1066,,,,,,708 Correthers St,,Chattanooga,TN,37411,United States,Gail Morgan 708 Correthers St Chattanooga TN 37411,Gail Morgan 708 Correthers St Chattanooga TN 37411,,No,,,Yes,TN_HAMILTON CO,,36.19,0,,36.19,232,Yes,No,Gail,Morgan,8/9/11, ,,,Delivered by Bo Hughes
1229,1957,1177,Edna Richardson,,Patient,,Yes,"Patella, William J",CUSTOMER-Closed Won,,,,,,,8/1/11 16:21,8/16/11 14:34,,706-639-9578,,,,,,51 Yesteroak Dr Apt 23,,La Fayette,GA,30728,United States,Edna Richardson 51 Yesteroak Dr Apt 23 La Fayette GA 30728,Edna Richardson 51 Yesteroak Dr Apt 23 La Fayette GA 30728,,No,Net 30,Retail Price,Yes,,,0,0,,0,,No,No,Edna,Richardson,8/10/11, ,,,
1230,1961,1179,Catherine Gipson,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,8/1/11 17:20,8/1/11 17:20,,931-779-3315,,,,,,366 Pickett Lake Rd,,Coalmont,TN,37313,United States,Catherine Gipson 366 Pickett Lake Rd Coalmont TN 37313,Catherine Gipson 366 Pickett Lake Rd Coalmont TN 37313,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,10.91,0,,10.91,222,Yes,No,Catherine,Gipson,8/4/11, ,,,
1231,1962,1180,Paul Huffer,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,8/1/11 17:26,8/1/11 17:26,,270-735-6493,,,,,,23 Old Leitchfield Rd,,Big Clifty,KY,42712,United States,,Paul Huffer 23 Old Leitchfield Rd Big Clifty KY 42712,,No,Net 30,Retail Price,Yes,,,0,0,,0,,No,No,Paul,Huffer,8/11/11, ,,,
1232,1964,1181,Michael Wesson,,Patient,,Yes,"Patella, William J",CUSTOMER-Closed Won,,,,,,,8/3/11 11:58,8/23/11 13:54,,706-252-4783,,,,,,291 Dean Road,,Aragon,GA,30104,United States,Michael Wesson 291 Dean Road Aragon GA 30104,Michael Wesson 291 Dean Road Aragon GA 30104,,No,,,Yes,,,393.92,0,,393.92,222,Yes,No,Michael,Wesson,8/4/11, ,,,Delivered by Bo Hughes
1233,1965,1182,Ted Donaldson,,Patient,,Yes,"Patella, William J",CUSTOMER-Closed Won,,,,,,,8/3/11 13:48,3/1/12 11:24,,770-345-6350,,,,,,235 Faye Road,,Canton,GA,30114,United States,for Ted Donaldson Bill Patella 12 Ancient Oaks Dr Marietta GA 30067,Ted Donaldson 235 Faye Road Canton GA 30114,,No,,,Yes,,,0,933,,0,,No,No,Ted,Donaldson,, ,,,Delivered by Bill Patella
1234,1966,1183,Jimmie Bearden,,Patient,,Yes,"Patella, William J",CUSTOMER-Closed Won,,,,,,,8/3/11 14:34,8/17/11 14:24,,423-834-6706,,,,,,209 Daugherty St,,La Fayette,GA,30728,United States,,Jimmie Bearden 209 Daugherty St La Fayette GA 30728,,No,Net 30,Retail Price,Yes,,,0,0,,0,,No,No,Jimmie,Bearden,8/22/11, ,,,
1235,1967,1184,Sharron Hickey,,Patient,,Yes,"Hughes, Bo",CUSTOMER-Closed Won,,,,,,,8/3/11 14:51,9/7/11 16:20,,423-825-1882,,,,,,4317 Ohls Avenue,,Chattanooga,TN,37410,United States,,Sharron Hickey 4317 Ohls Avenue Chattanooga TN 37410,,No,Net 30,List Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Sharron,Hickey,8/31/11, ,,,
1236,1969,1185,Angela Erler,,Patient,,Yes,"Grimsley, Scott",CUSTOMER-Closed Won,,,,,,,8/3/11 16:49,9/26/11 17:14,,270-872-6699,,,,,,153 Airview Drive,,Elizabethtown,KY,42701,United States,,Angela Erler 153 Airview Drive Elizabethtown KY 42701,,No,Net 30,Retail Price,Yes,,,0,0,,0,,No,No,Angela,Erler,8/15/11, ,,,
1237,1971,1186,Charles Eddie Wilson,,Patient,,Yes,Siskin,CUSTOMER-Closed Won,,,,,,,8/4/11 11:18,8/11/11 8:37,,423-693-4559,,,,,,1336 Shaverloop Rd,,Dayton,TN,37321,United States,Siskin Lymphedema C/O John Jordi Charles Eddie Wilson One Siskin Plaza Chattanooga TN 37403,Eddie  Wilson 1336 Shaverloop Rd Dayton TN 37321,,No,,,Yes,,,0,0,,0,,No,No,Charles Eddie,Wilson,8/30/11, ,,,
1238,1972,1187,Kelly Moore,,Patient,,Yes,Siskin,CUSTOMER-Closed Won,,,,,,,8/4/11 11:40,8/4/11 11:40,,423-503-8037,,,,,,99 Haygood Road,,Rising Fawn,GA,30738,United States,,Kelly  Moore 99 Haygood Road Rising Fawn GA 30738,,No,,,Yes,,,150.5,0,,150.5,216,Yes,No,Kelly,Moore,8/10/11, ,,,
1239,1973,1188,Talma Mincey,,Patient,,Yes,"Hughes, Bo",CUSTOMER-Closed Won,,,,,,,8/4/11 12:40,8/4/11 12:40,,423-718-5489,,,,,,180 Windy Ridge Dr,,Dayton,TN,37321,United States,,Talma Mincey 180 Windy Ridge Dr Dayton TN 37321,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,273.88,0,,273.88,222,Yes,No,Talma,Mincey,8/4/11, ,,,
1240,1980,1192,Ursula Petrovich,,Patient,,Yes,Siskin,CUSTOMER-Closed Won,,,,,,,8/5/11 9:19,8/5/11 9:19,,423-847-6871,,,,,,7501 Irongate Drive,,Hixson,TN,37343,United States,,Ursula Petrovich 7501 Irongate Drive Hixson TN 37343,,No,,,Yes,,,514.81,0,,514.81,225,Yes,No,Ursula,Petrovich,8/31/11, ,,,
1241,1982,1193,Mary Rice,,Patient,,Yes,Siskin,CUSTOMER-Closed Won,,,,,,,8/5/11 11:06,8/24/11 14:26,,423-842-8934,,,,,,1830 Bay Pointe Drive,,Hixson,TN,37343,United States,Siskin Rehab/Kathy Clark Mary Rice One Siskin Plaza Chattanooga TN 37403,Mary  Rice 1830 Bay Pointe Drive Hixson TN 37343,,No,,,Yes,,,0,0,,0,,No,No,Mary,Rice,8/31/11, ,,,
1242,1983,1194,Elizabeth Erwin,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,8/5/11 11:43,8/5/11 11:43,,423-344-2117,,,,,,9102 Coventry Lane,,Chattanooga,TN,37416,United States,,Elizabeth Erwin 9102 Coventry Lane Chattanooga TN 37416,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Elizabeth,Erwin,8/5/11, ,,,
1243,1984,1195,Brenda Ross,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,8/5/11 12:39,8/30/11 15:46,,423-790-0637,,,,,,472 Goodwill Rd SE Lot 14,,Cleveland,TN,37323,United States,,Brenda Ross 472 Goodwill Rd SE Lot 14 Cleveland TN 37323,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Brenda,Ross,8/29/11, ,,,
1244,1985,1196,Norma Wyatt,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,8/5/11 12:47,8/5/11 12:49,,423-544-2672,,,,,,2805 Deerfield Rd,,Ooltewah,TN,37363,United States,CPM- Gunbarrel Norma Wyatt 1751 Gunbarrel Rd Ste G-10 Chattanooga TN 37421,Norma Wyatt 2805 Deerfield Rd Ooltewah TN 37363,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Norma,Wyatt,8/5/11, ,,,
1245,1986,1197,William Atchley Jr,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,8/5/11 13:06,8/5/11 13:06,,423-472-7756,,,,,,857 Wilkinson Rd,,Cleveland,TN,37323,United States,William Atchley Jr 857 Wilkinson Rd Cleveland TN 37323,William Atchley Jr 857 Wilkinson Rd Cleveland TN 37323,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,45,0,,45,217,Yes,No,William,Atchley Jr,8/9/11, ,,,
1246,1987,1198,Patricia Rymer,,Patient,,Yes,"Patella, William J",CUSTOMER-Closed Won,,,,,,,8/5/11 13:47,4/6/12 13:12,,706-638-8774,,,,,,2106 Corinth Road,,Lafayette,GA,30728,United States,Patricia Rymer 2106 Corinth Road Lafayette GA 30728,Patricia Rymer 2106 Corinth Road Lafayette GA 30728,,No,,,Yes,,,186.72,0,,186.72,179,Yes,No,Patricia,Rymer,9/16/11, ,,,Delivered by Bo Hughes
1247,1988,1199,Lola Rigsby,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,8/5/11 13:55,8/5/11 13:55,,423-463-7744,,,,,,8264 Pruett Road,,Hixson,TN,37343,United States,Lola Rigsby 8264 Pruett Road Hixson TN 37343,Lola Rigsby 8264 Pruett Road Hixson TN 37343,,No,,,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Lola,Rigsby,8/5/11, ,,,Delivered by Bo Hughes
1248,1989,1200,Taylor Garretson,,Patient,,Yes,"Grimsley, Scott",CUSTOMER-Closed Won,,,,,,,8/5/11 15:47,8/12/11 14:28,,615-532-2043,,,,931-680-6901 X107,,3965 Stewart Lane,,Nashville,TN,37243,United States,,Taylor Garretson 3965 Stewart Lane Nashville TN 37243,,No,Net 30,List Price,Yes,TN_HAMILTON CO,,139.05,0,,139.05,210,Yes,No,Taylor,Garretson,8/16/11, ,,,
1249,1990,1201,Sharon Perez,,Patient,,Yes,"Patella, William J",CUSTOMER-Closed Won,,,,,,,8/5/11 15:49,3/1/12 11:25,,706-581-7334,,,,,,125 Revina Dr,,Dalton,GA,30721,United States,,Sharon Perez 125 Revina Dr Dalton GA 30721,,No,Net 30,Retail Price,Yes,,,29.77,0,,29.77,217,Yes,No,Sharon,Perez,8/9/11, ,,,
1250,1991,1202,Nina Harris,,Patient,,Yes,"Patella, William J",CUSTOMER-Closed Won,,,,,,,8/5/11 16:50,8/23/11 13:56,,706-956-4244,,,,,,152 Poplar St,,Trenton,GA,30752,United States,,Nina Harris 152 Poplar St Trenton GA 30752,,No,Net 30,Retail Price,Yes,,,0,0,,0,,No,No,Nina,Harris,8/22/11, ,,,
1251,1992,1203,Rush Cheek,,Patient,,Yes,"Grimsley, Scott",CUSTOMER-Closed Won,,,,,,,8/5/11 17:11,8/5/11 17:11,,615-641-5081,,,,,,1924 Treeview Ct,,Antioch,TN,37013,United States,,Rush Cheek 1924 Treeview Ct Antioch TN 37013,,No,Net 30,Retail Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Rush,Cheek,8/8/11, ,,,
1252,1993,1204,James Reveria,,Patient,,Yes,"Patella, William J",CUSTOMER-Closed Won,,,,,,,8/5/11 17:25,8/17/11 14:21,,423-255-0264,,,,,,111 Old Hwy 27,,Rock Spring,GA,30739,United States,,James Reveria 111 Old Hwy 27 Rock Spring GA 30739,,No,Net 30,Retail Price,Yes,,,2879,0,,2879,176,Yes,No,James,Reveria,8/31/11, ,,,
1253,1994,1205,Belynda Davis,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,8/5/11 17:59,8/5/11 17:59,,915-252-8221,,,,,,1448 Wilshire Cir,,Hopkinsville,KY,42240,United States,,Belynda Davis 1448 Wilshire Cir Hopkinsville KY 42240,,No,Net 30,Retail Price,Yes,,,0,0,,0,,No,No,Belynda,Davis,12/28/11, ,,,
1254,1996,1206,Ratilal Gajera,,Patient,,Yes,,CUSTOMER-Closed Won,,,,,,,8/5/11 18:05,8/5/11 18:05,,270-885-1591,,,,,,309 Jona Quin Cir,,Hopkinsville,KY,42240,United States,,Ratilal Gajera 309 Jona Quin Cir Hopkinsville KY 42240,,No,Net 30,Retail Price,Yes,,,150,0,,150,179,Yes,No,Ratilal,Gajera,9/16/11, ,,,
1255,2008,1218,Kenneth Walters,,Patient,,Yes,"Patella, William J",CUSTOMER-Closed Won,,,,,,,8/8/11 14:23,8/17/11 14:45,,706-935-5532,,,,,,102 Kathy Lane,,Ringgold,GA,30736,United States,Kenneth Walters 102 Kathy Lane Ringgold GA 30736,Kenneth Walters 102 Kathy Lane Ringgold GA 30736,,No,,,Yes,,,0,0,,0,,No,No,Kenneth,Walters,8/9/11, ,,,Delivered by Lee Alford
1256,2009,1219,Marisa Bradley,,Patient,,Yes,"Grimsley, Scott",CUSTOMER-Closed Won,,,,,,,8/8/11 14:31,8/8/11 14:31,,615-849-7535,,,,,,608 Buck Cherry Way,,Murfreesboro,TN,37128,United States,Marisa Bradley 608 Buck Cherry Way Murfreesboro TN 37128,Marisa Bradley 608 Buck Cherry Way Murfreesboro TN 37128,,No,Net 30,Online Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,Marisa,Bradley,, ,,,
1257,2010,1220,Brent Griggs,,Patient,,Yes,Siskin,CUSTOMER-Closed Won,,,,,,,8/8/11 14:49,9/14/11 19:59,,423-517-0489,,,,,,3819 Walden Wood Lane,,Signal Mountain,TN,37377,United States,Siskin/ Kathy Clark Brent Griggs One siskin Plaza Chattanooga TN 37403,Brent Griggs 3819 Walden Wood Lane Signal Mountain TN 37377,,No,Net 30,List Price,Yes,TN_HAMILTON CO,,347.11,0,,360.35,211,Yes,No,Brent,Griggs,8/15/11, ,,,
